O.S;Frota;Modelo;Descrição da O.S
165505190;102143;Transbordo 4Eixo ATA21500;"Fixa - Corrigir vazamento do sistema hidráulico e sistema de freio.
"
165505238;103076;Grade Intermed. Baldan;"PEDIDO DE DISCO
"
165505241;98366;MB Axor3131 8x4 Trans.CCT;"A_SS_S_ELETR_1,00_1,00 - Inspeção realizada no sistema eletrico. Corrigir painel, marcador de combustivel não esta marcando.                             (JA FOI REALIZADA A TROCA DA BÓIA DO TANQUE POR UMA ORIGINAL E A PENDÊNCIA CONTINUA)                        F-205
"
165505242;98294;MB Axor3131 8x4 Trans.CCT;"A_SS_S_ELETR_1,00_1,00 - Inspeção realizada no sistema eletrico. Corrigir painel, marcador de combustivel não esta marcando.                             (JA FOI REALIZADA A TROCA DA BÓIA DO TANQUE POR UMA ORIGINAL E A PENDÊNCIA CONTINUA)                        F-205

"
165505243;98292;MB Axor3131 8x4 Trans.CCT;"A_SS_S_ELETR_1,00_1,00 - Inspeção realizada no sistema eletrico. Corrigir painel, marcador de combustivel não esta marcando.                             (JA FOI REALIZADA A TROCA DA BÓIA DO TANQUE POR UMA ORIGINAL E A PENDÊNCIA CONTINUA)                        F-205

"
165504993;102270;Area de Vivencia Malagutt;"CAMPO - 763 - TROCA DA FACA.
"
165504995;20331;Plant. Cana ATA PCP 1102;"E_Safra_Dia_2,00_2-Inspeção realizada no sistema do tandem. Desmontar sistema do Tandem.

"
165505000;20331;Plant. Cana ATA PCP 1102;"E_Safra_Dia_4,00_2-Inspeção realizada no sistema do tandem. Montar o sistema do Tandem. 8189345_4; 8109230_4; 8136759_2; 8149002_4; 8109255_8; 8121621_2.
"
165504996;106660;Valtra BH 210I 4x4;"CAMPO - 763 
"
165505004;20331;Plant. Cana ATA PCP 1102;"E_Safra_Dia_3,00_1- Inspeção realizada no sistema do tandem. Realizar aplicação de L.P. 6013651_1; 6010879_1.



"
165505005;20331;Plant. Cana ATA PCP 1102;"E_Safra_Dia_3,00_2- Inspeção realizada no sistema da roda de profundidade. Montar roda de profundidade.8136020_2; 8141638_2; 8141637_2.

"
165504997;20331;Plant. Cana ATA PCP 1102;"E_Safra_Dia_4,00_2-Inspeção realizada no sistema do tandem. Revisar o sistema do Tandem.

"
165505002;95653;Chevrolet S10LS 2.4 4X2;"T.O - ASSISTENCIA TECNICA - PEÇAS
"
165505009;20331;Plant. Cana ATA PCP 1102;"E_Safra_Dia_2,00_2- Inspeção realizada no sistema do implemento. Serviço de caldeiraria e solda na bica lado direito.

"
165505027;105132;Volkswagen 26-280 CRM 6x4;"APÓS INSPEÇÃO EQUIPAMENTO ENCAMINHADO PARA OFICINA FIXA: EXAMINAR GRANDE VAZAMENTO DE ÓLEO NO MOTOR E VAZAMENTO DE AR NO CANO DA TURBINA E SANFONA DO ESCAPAMENTO ESTOURADA
"
165505287;101531;John Deere CH670 2L Colhe;"Baixa_Rastrear_Peças
"
165505172;100814;Case Puma 230 4x4;"Número da Amostra: 2500118404 Status da amostra: ATENCAO Nome do compartimento: Nome do compartimento: 247 Circuito de água
Avaliação:  Encontrado baixo nível de Glicol. O resultado contribui para a perda das propriedades do Líquido Arrefecedor de proteger o Motor na ocorrência de superaquecimento.
Ações de inspeção:  Durante a próxima parada programada do equipamento, verificar a possibilidade de adição. Drenar 50% do Líquido Arrefecedor e completar com Líquido novo. Enviar nova amostra no intervalo recomendado.
"
165505173;98297;MB Axor3131 8x4 Trans.CCT;"Número da Amostra: 2400859432 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 247 Circuito de água
Avaliação:  Encontrado baixo nível de Glicol. O resultado contribui para a perda das propriedades do Líquido Arrefecedor de proteger o Motor na ocorrência de superaquecimento.
Ações de inspeção:  Durante a próxima parada programada do equipamento, verificar a possibilidade de adição. Drenar 50% do Líquido Arrefecedor e completar com Líquido novo. Enviar nova amostra no intervalo recomendado.
"
165505174;117604;Colhe Case 9900 Austoft;"Número da Amostra: 2401106171 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 1782 Tanque hidráulico
Avaliação:  Encontrado alta Contaminação por Partículas. Código ISO recomendado 21/19/16. Os resultados indicam contaminação por partículas menores, que podem estar passando pelo elemento filtrante justificando a micro filtragem. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção: Durante a próxima parada programada do equipamento, efetuar a micro filtragem do sistema, verificar danos nas vedações e evidências de vazamentos. Enviar nova amostra no intervalo recomendado. Informar as horas trabalhadas do óleo. Verificar as horas trabalhadas do compartimento.
"
165505177;98388;MB Axor3131 8x4 Trans.CCT;"Número da Amostra: 2400546977 Status da amostra: ANORMAL Nome do compartimento: Nome do compartimento: 1782 Tanque hidráulico
Avaliação: Encontrado Impurezas e contaminação por partículas. Código ISO recomendado 21/19/16. Os resultados indicam contaminação externa.
Ações de inspeção: Durante a próxima parada programada do equipamento, efetuar a micro filtragem do sistema. Verificar danos nas vedações e evidências de vazamentos. Abrir o filtro do sistema hidráulico e inspecionar o elemento filtrante quanto à presença de partículas visíveis a olho nu. Enviar nova amostra no intervalo recomendado.
"
165505180;163662;John Deere CH950 2L Colhe;"Número da Amostra: 2400848562 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 751 Redução final LD
Avaliação: Encontrado presença de partículas metálicas. O resultado pode indicar desgaste prematuro no compartimento e baixa viscosidade do óleo. Ocorreu uma variação dos valores de aditivação do óleo.
Ações de inspeção: É recomendado verificar o nível de óleo, tipo de óleo aplicado no compartimento e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Enviar nova amostra com metade do período programado. Informar as horas trabalhadas do compartimento e do óleo.
"
165505189;100758;John Deere 7225 J 4x4;"Número da Amostra: 2500339910 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 247 Circuito de água
Avaliação: Encontrado contaminação por óleo, baixo glicol, presença de partículas metálicas e impurezas visíveis a olho nu. O resultado indica contaminação por lubrificante, corrosão no sistema e contaminação externa.
Ações de inspeção:  Verificar alteração do nível do Líquido Arrefecedor, manchas de óleo na parte interna do bocal e nas paredes do radiador, danos no trocador de calor, no selo da bomba d¿água e anormalidades durante a operação do equipamento como superaquecimento. Efetuar a troca do Líquido Arrefecedor e a limpeza do sistema. Enviar nova amostra no intervalo recomendado.
"
165505218;96605;Volkswagen 26-220 6x4;"FIXA- FAZER EMBREAGEM. TROCAR PARAFUSO DA TUBAGEM DO ESCAPAMENTO, TROCAR OS PARA BARRO.
"
165506305;97769;MB Axor 3131 6x4 Comboio;
165505304;101498;John Deere CH670 1LRevamp;"Número da Amostra: 2500275991 Status da amostra: CRITICO Nome do compartimento: Nome do compartimento: 4404 Caixa de engrenagens
Avaliação: Encontrado alta concentração de Alumínio, Silício, leve índice de PQI e presença de partículas metálicas. Os resultados indicam contaminação externa podendo gerar desgaste prematuro no compartimento.
Ações de inspeção:  É recomendado verificar o nível de óleo, se apresenta danos nas vedações, evidências de vazamentos e as condições de operação do equipamento. Avaliar possíveis fontes de partículas de desgaste. Trocar o óleo e enviar nova amostra com metade do período programado. Informar as horas trabalhadas do compartimento e do óleo
"
165505473;101504;John Deere CH670 2L Colhe;"CCT BARRA-QUEBRA DO DIVISOR DE LINHA.
"
165505480;98414;MB Axor3131 8x4 Trans.CCT;"PNEUS
"
165505503;102442;Moto Bomba Om 447 - A;"FRENTE-3 - SETOR - VINHAÇA - MOTIVO-TROCAR O CABO DO ACELERADOR - CÓDIGO - 90519 - FAZENDA-CINTRA - ZONA-88 - REFERÊNCIA-TANQUE DO SBEGUEN                                                                                                                                                                                                                                                                                                                                                                                                                                            
"
165505774;98406;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de kitmultspuma. Trocar bico do kit, esta faltando 8190649_1   f-209
"
165505775;98388;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de kitmultspuma. Trocar bico do kit, esta faltando 8190649_1   f-209
"
165505776;98396;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1_1,00 - Inspeção realizada no sistema de kitmultspuma. Trocar bico do kit, esta faltando 8190649_1   f-209

"
165505777;98406;MB Axor3131 8x4 Trans.CCT;"A_SS_P_1,00_1,00 - Inspeção realizada no sistema do kit incêndio. Trocar o manômetro do kit spuma.Está quebrado. 6060801_1. 6012077_10               NECESSARIO LEVAR REBITADEIRA.
"
165505755;100803;Case Puma 230 4x4;"Fixa - Trocar damper e corrigir sistema de alimentação.
"
165505783;98422;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_2,00_2 - Inspeção realizada no eixo dianteiro, trocar bucha dos braços da barra de estabilização do eixo dianteiro, está com fadiga 8122223_4; 8127170_2
"
165505787;98293;MB Axor3131 8x4 Trans.CCT;"A_MT_P_MEC_0,15_1,00 - Inspeção realizada no sistema de admissão. Instalar valvula da carcaça do filtro de ar (mamica), esta faltando.    8047093_1                     F-205
"
165505758;100810;Case Puma 230 4x4;"Fixa - Corrigir falha na transmissão.
"
165505794;98416;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1_1,00, - Inspeção realizada no sistema de cabine. Trocar o espelho retrovisor pequeno L/D, esta trincado.         8122817_1                          f-209
"
165505796;98398;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar tampa de bateria, esta quebrada.             8123166_1   F-205
"
165505799;98292;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar tampa de bateria, esta quebrada.             8123166_1   F-205 
"
165505789;98293;MB Axor3131 8x4 Trans.CCT;"A_OT_S_MEC_1,00_1,00 - Inspeção realizada no sistema de admissão. Corrigir suporte da carcaça do filtro de ar, esta solta.
"
165505801;101527;John Deere CH670 2L Colhe;"A_OT_S_MEC_1,00_1,00 - Inspeção realizada no sistema de estrutura. Soldar divisor de linha L/E na parte de dentro,esta trincado.
"
165505803;98404;MB Axor3131 8x4 Trans.CCT;"A_SS_S_ELE_1_1,00 - Inspeção realizada no sistema eletrico, verificar alarme de freio estácionario, não está funcionando DIRECIONAR A GESTÃO DE CAMPO
"
165505806;101527;John Deere CH670 2L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de elevador; Trocar pino e rótula do cilindro do elevador L/E e L/D.    8009399_2     8070816_2                 F-205
"
165505804;101527;John Deere CH670 2L Colhe;"A_OT_S_MEC_1,00_1,00 - Inspeção realizada no sistema de extrator primario. Soldar suporte do bojo primario L/E, esta furado.
"
165505809;101527;John Deere CH670 2L Colhe;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de transmissão. Trocar abraçadeira das mangueiras do motor de roda L/E, esta danificado.    8000034_1                      f-205
"
165505808;98392;MB Axor3131 8x4 Trans.CCT;"A_SS_S_ELE_1_1,00 - Inspeção realizada no sistema eletrico, verificar alarme de freio estácionario, não está funcionando DIRECIONAR A GESTÃO DE CAMPO

"
165505811;101527;John Deere CH670 2L Colhe;"A_OT_P_1.00_1.00 - Inspeção realizada no sistema de cabine. Trocar borracha de vedação da porta L/E e L/D, estão ressecadas e entrando poeira dentro da cabine. 8131399_1     8150020_1          F-205
"
165505813;98404;MB Axor3131 8x4 Trans.CCT;"A_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL
"
165505814;98392;MB Axor3131 8x4 Trans.CCT;"A_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL
"
165505815;98396;MB Axor3131 8x4 Trans.CCT;"A_VZ_P_MEC_2,00_2 - Inspeção realizado na cabine, trocar o cilindro de basculamento da cabine, está com vazamento. 8183885_1 CONSULTADO TECNICO DA MERCEDEZ É REALIZADO A TROCA COM A CABINE ABAIXADA NO APOIO, ACESSO POR BAIXO E PELA GRADE FRONTAL
"
165505880;98366;MB Axor3131 8x4 Trans.CCT;"A_SS_P_MEC_1,00_1,00 - Inspeção realizada no sistema eletrico. Trocar tampa de bateria, esta quebrada.             8123166_1   F-205 
"
165505810;98406;MB Axor3131 8x4 Trans.CCT;"A_SS_S_ELE_1_1,00 - Inspeção realizada no sistema eletrico, verificar alarme de freio estácionario, não está funcionando DIRECIONAR A GESTÃO DE CAMPO
"
165505884;98406;MB Axor3131 8x4 Trans.CCT;"A_MT_P_MEC_0,10_1,00 - Inspeção realizada no sistema do tanque arla. Trocar a tampa do tanque, está com vazamento. 8174965_1.
"
165505887;98404;MB Axor3131 8x4 Trans.CCT;"A_OT_P_MEC -1,00_2 - Inspeção realizada no sistema de ar condicionado, trocar coxim do condenssador do ar posicionado atras da cabine LE e LD, está rachado 8177617_4  

"
165505889;98392;MB Axor3131 8x4 Trans.CCT;"A_OT_P_MEC -1,00_2 - Inspeção realizada no sistema de ar condicionado, trocar coxim do condenssador do ar posicionado atras da cabine LE e LD, está rachado 8177617_4  

"
165505895;98406;MB Axor3131 8x4 Trans.CCT;"M_SS_P_MEC - 2,00_2 - Inspeção realizada no eixo direcional, trocar rolamento do articulador do 1° eixo direcional LE, está com folga no rolamento. 8177681_1
"
165505899;98392;MB Axor3131 8x4 Trans.CCT;"M_SS_P_MEC - 2,00_2 - Inspeção realizada no eixo direcional, trocar rolamento do articulador do 1° eixo direcional LE, está com folga no rolamento. 8177681_1
"
165505951;98418;MB Axor3131 8x4 Trans.CCT;"A_OT_P_MEC_1,00_1,00 - Inspeação realizada no sistema de cabine. Trocar macaco hidraulico da cabine, esta trincado.         8175368_1                     F-205
"
165505956;98370;MB Axor3131 8x4 Trans.CCT;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de cabine. Trocar cilindro que ergue cabine, esta vazando pelo reparo.    8183885_1                    F-205
"
165505957;98422;MB Axor3131 8x4 Trans.CCT;"A_MT_P_MEC_0,10_1,00 - Inspeção realizada no sistema do tanque arla. Trocar a tampa do tanque, está com vazamento. 8174965_1.
"
165505960;98396;MB Axor3131 8x4 Trans.CCT;"A_OT_P_MEC_2_1,00 - Inspeção realizada no eixo dianteiro, trocar coifa do cilindro de direção, está rasgada 8191518_2; 8191527_2; 8174974_2
"
165506005;98422;MB Axor3131 8x4 Trans.CCT;"A_OT_P_MEC -1,00_2 - Inspeção realizada no sistema de ar condicionado, trocar coxim do condenssador do ar posicionado atras da cabine LE e LD, está rachado 8177617_4  

"
165505882;98366;MB Axor3131 8x4 Trans.CCT;"A_SS_S_ELETR_1,00_1,00 - Inspeção realizada no sistema eletrico. Corrigir sensor do manéco,não esta acionando o alarme quando ergue o manéco.          (COMUNICAR ELETRECISTA)
"
165506006;98396;MB Axor3131 8x4 Trans.CCT;"A_OT_S_ELE_1_2,00 - Inspeção realizada na cabine, verificar funcionamento do sistema de refrigeração do teto da cabine, não está funcionando DIRECIONAR A GESTÃO DE CAMPO
"
165506014;101526;John Deere CH670 2L Colhe;" A_OT_P_MEC_1,00_1,00- Inspeção realizada no sistema do Arrefecimento. Colocar a trava a tampa do radiador.está faltando.     8045235_1.                F-205
"
165506016;98292;MB Axor3131 8x4 Trans.CCT;"A_OT_P_MEC_1,00_1,00 - Inspeção realizada no sistema de suspensão. Instalar haste niveladora L/E, esta faltando.      8179064_1      F-205
"
165506021;98416;MB Axor3131 8x4 Trans.CCT;"A_OT_P_1,00_1,00 - Inspeção realizada no sistema de combustivel. Trocar tampa do tanque diesel, esta vazando pela vedação.       8174879_1 
"
165506013;98388;MB Axor3131 8x4 Trans.CCT;"A_TR_P_ELE_2,00_2 - Inspeção realizada no sistema de transmissão, verificar sistema de acionamento de tração e bloqueio, não está funcionando
"
